Image Name,AREA_PX,PERIMETER_PX,ROUNDNESS,ROUNDNESS2,ISOTROPY,COMPACTNESS,ECCENTRICITY,RMS,SOL,[34;38;22],[90;98;58],[90;108;48],[106;113;48],[118;127;55],[128;139;60],[146;146;74],[162;163;72],[186;182;140],[190;162;130],[182;166;133],[170;144;104],[133;114;73],Lesion_segmentation,Lesion_mask
cropped15_4_mask,29391,1293.082395,0.220887851,0.90384176,0.668791811,0.748796209,0.225015642,0.49395512,9.848048722,890,88,42,2170,15491,4140,1810,0,117,0,360,984,3299,0.05,0
cropped15_5_mask,29657,1360.136218,0.201452319,0.893391787,0.800102804,0.689986506,0.212580503,0.515025603,9.187847726,911,134,17,1277,12850,4859,2419,0,29,0,385,1600,5176,0.07,0.04
cropped160_0_mask,22237,1679.557575,0.099059531,0.905142806,0.548425653,0.515867861,0.195263856,0.415824944,14.15303323,901,328,59,2571,9804,2847,2243,0,9,12,453,1147,1863,0.07,0.04
cropped160_1_mask,19538,1774.243866,0.077994386,0.890024036,0.685494469,0.469618306,0.236240816,0.592672247,20.57303716,881,990,685,8280,5259,949,658,0,2,0,101,381,1352,0.02,0
cropped160_2_mask,21865,1596.136218,0.107849824,0.894801317,0.493327642,0.478153429,0.178253502,0.330088686,18.9680311,840,905,316,6033,8110,1435,1114,0,1,0,101,698,2312,0.04,0.01
cropped160_3_mask,22406,1702.989032,0.097084633,0.926880903,0.591788867,0.486526394,0.125442064,0.326413971,18.97277515,932,166,114,5542,9643,2272,1117,0,22,0,236,809,1553,0.05,0.01
cropped160_4_mask,18763,1227.969696,0.156364026,0.893184466,0.597176187,0.591314487,0.265256539,0.680847309,16.23962053,742,386,151,6067,5208,1075,942,0,1,0,287,1513,2391,0.1,0.05
cropped161_0_mask,26164,1556.302741,0.135745625,0.911555983,0.586073241,0.561049878,0.186885323,0.464091568,17.31115273,985,774,2448,9887,6368,1598,1371,5,39,0,336,937,1416,0.05,0.01
cropped161_1_mask,24205,1498.46212,0.13546385,0.902611749,0.805684719,0.51675918,0.187878788,0.396965869,14.67531502,838,1492,2569,8624,5477,1591,1349,4,2,0,118,649,1492,0.03,0.01
cropped161_2_mask,24033,1570.344371,0.122469529,0.917496304,0.693236374,0.515973206,0.144644795,0.386675656,17.74264553,930,583,2260,8129,6723,2267,1350,18,7,0,145,681,940,0.04,0.02
cropped161_3_mask,25170,1825.69971,0.094893046,0.927279869,0.771476026,0.540662457,0.152639021,0.452228206,17.20158919,1014,407,1680,8156,7621,2567,1510,34,0,0,149,855,1177,0.04,0.02
cropped161_4_mask,27064,2075.405338,0.078957973,0.8964824,0.85146264,0.521313686,0.1243086,0.366844207,26.07153414,1114,1543,2808,11747,5187,1324,1106,7,0,0,61,570,1597,0.02,0.01
cropped161_6_mask,21138,1493.768686,0.119043875,0.935935446,0.886537012,0.463857801,0.138704887,0.557723975,33.61950043,815,335,1824,6579,6152,1832,1196,5,15,0,244,846,1295,0.05,0.04
cropped162_0_mask,32920,1251.668181,0.264053098,0.930746322,0.666563953,0.73431331,0.149249777,0.463329675,12.2872418,1033,7788,1370,13683,4591,250,522,0,10,16,303,812,2542,0.03,0.02
cropped162_1_mask,34806,1241.810317,0.283630841,0.927848138,0.63358701,0.819504615,0.167298044,0.377809085,11.58492789,1065,10799,3648,13295,2028,104,456,0,0,0,47,695,2669,0.02,0.02
cropped162_2_mask,33544,1294.437734,0.251572048,0.920726433,0.755650183,0.795333839,0.176595579,0.356194076,11.12929287,1111,7605,4250,14959,2252,148,429,0,27,0,244,538,1981,0.02,0.01
cropped162_3_mask,36669,932.4478349,0.529980439,0.91779112,0.859542171,0.857573844,0.170380545,0.331916138,10.55071041,1034,15561,5887,11347,1321,112,153,0,0,0,0,124,1130,0,0
cropped162_4_mask,36328,1114.856998,0.367293315,0.934973224,0.695883954,0.836472484,0.148964116,0.417841296,13.02972913,922,8014,3120,16608,3054,292,535,0,105,0,417,817,2444,0.04,0.04
cropped162_5_mask,34945,1429.491557,0.214897676,0.914769739,0.773193977,0.755616581,0.182440434,0.468572765,10.43971956,1071,6381,1492,14561,5244,429,804,0,3,0,245,1127,3588,0.04,0.05
cropped163_0_mask,29430,1310.739249,0.215262073,0.904955874,0.68012314,0.731670935,0.187361993,0.32634209,6.195344886,924,1280,225,7663,14091,824,409,0,14,0,144,518,3334,0.02,0.01
cropped163_1_mask,30388,1197.442784,0.266319176,0.925906391,0.792679634,0.7347373,0.16184759,0.44976639,12.813479,1010,2706,726,10770,11635,454,188,0,0,0,25,306,2568,0.01,0
cropped163_2_mask,35876,1356.035713,0.245172426,0.90370959,0.501679274,0.702954777,0.16732422,0.359120862,9.087997547,977,2077,817,12402,14178,1323,547,0,22,0,180,444,2909,0.02,0
cropped163_3_mask,30197,1336.479364,0.212446288,0.902397021,0.847392711,0.697744813,0.204152603,0.257140314,10.16379111,1000,389,96,6042,15564,2976,690,0,1,0,38,421,2980,0.02,0
cropped163_4_mask,32248,1395.106781,0.208208162,0.940740762,0.700438997,0.721964761,0.131898904,0.536002751,10.14586951,1077,268,58,4872,16345,3323,1060,0,1,0,135,587,4522,0.02,0.01
cropped163_5_mask,37068,1137.827561,0.359795826,0.928394429,0.640446152,0.825770233,0.164212254,0.385836641,13.52282292,1105,167,17,4690,20334,4505,1118,0,122,0,379,830,3801,0.04,0.02
cropped164_0_mask,36700,1344.295598,0.255203353,0.903971398,0.66041328,0.778565064,0.194800636,0.472501788,15.40882834,1112,3689,3229,16229,5915,903,1135,0,0,0,9,1595,2884,0.04,0.05
cropped164_1_mask,33691,1494.905771,0.189450663,0.902806239,0.78438416,0.779794005,0.211900971,0.485561923,9.84761509,1090,4640,4640,13019,5519,621,576,0,20,0,164,490,2912,0.02,0.03
cropped164_2_mask,34415,1286.638744,0.261242835,0.894936594,0.59001918,0.794601833,0.239934542,0.417242355,11.75347959,1065,3426,1909,15367,6540,908,771,0,11,0,173,1100,3145,0.04,0.05
cropped164_3_mask,29908,1086.957503,0.31810618,0.931390656,0.862098423,0.791342541,0.15054898,0.392467382,10.07760465,1007,60,0,1642,12382,5456,3353,3,30,73,712,2588,2602,0.11,0.12
cropped164_4_mask,32543,1277.22453,0.250687655,0.935810838,0.571809521,0.771599962,0.142780612,0.407252218,14.29259749,1114,2744,2173,13625,7273,414,891,0,72,2,276,877,3082,0.04,0.03
cropped164_5_mask,36327,1292.136218,0.27341529,0.940830568,0.841322516,0.78846613,0.12310711,0.467933171,15.23759187,1135,2191,1022,15428,8489,407,791,0,32,0,318,1516,4998,0.05,0.07
cropped165_0_mask,15262,1518.905771,0.083130358,0.891567027,0.63395396,0.357331835,0.15186232,0.197524238,21.06467042,801,1736,302,1749,3617,2666,1843,166,16,0,306,1011,1049,0.1,0.04
cropped165_1_mask,17787,1570.923015,0.090573837,0.899333883,0.551154618,0.442925444,0.178286149,0.649787279,16.63776916,810,2228,193,4020,4657,1217,1332,36,13,1,353,1288,1639,0.1,0.1
cropped165_2_mask,15418,1578.587012,0.077750082,0.911317412,0.853566209,0.334780909,0.141552937,0.385949851,23.74010896,771,2959,698,3511,2804,1065,1251,24,5,0,196,621,1513,0.05,0
cropped165_3_mask,17652,1603.65808,0.086254196,0.899883662,0.549675926,0.395102626,0.144662718,0.509365416,21.010707,821,1583,545,3627,4512,1957,2656,48,22,0,161,714,1006,0.05,0
cropped165_4_mask,19666,1199.928066,0.171638803,0.903281489,0.595074284,0.600177007,0.25762232,0.781785712,10.85345266,892,0,0,2,2728,6919,4040,79,308,14,1610,2535,539,0.23,0.17
cropped165_5_mask,12968,1366.881384,0.087221029,0.847273252,0.510198627,0.35939362,0.319936831,0.708630247,20.85132634,645,1800,34,1228,2600,1614,2308,70,44,4,395,1137,1089,0.13,0.16
cropped166_0_mask,31438,1672.361615,0.141255183,0.943149144,0.724166014,0.673724364,0.116988092,0.42458365,15.40861378,1053,2712,1983,12184,9821,745,514,3,0,0,33,264,2126,0.01,0.01
cropped166_1_mask,31374,1692.628642,0.137612025,0.897249218,0.844124288,0.644044833,0.196623254,0.498245797,11.28402499,965,4117,4550,13271,6407,483,239,0,0,0,8,106,1228,0,0
cropped166_2_mask,29652,1721.4987,0.125733341,0.9346814,0.530045065,0.632036662,0.170536522,0.526396239,12.67263591,1055,2737,1331,11731,8813,341,339,0,0,0,38,372,2895,0.01,0.01
cropped166_3_mask,30678,1962.576911,0.100088352,0.930220821,0.89252107,0.695409725,0.160770992,0.451866264,16.8511963,1276,4777,4923,14919,2363,322,414,2,0,0,39,186,1457,0.01,0.01
cropped166_4_mask,29792,1627.716954,0.141303119,0.893249837,0.680505926,0.66041542,0.19243718,0.308281951,14.26906552,1030,4931,4051,12732,3999,351,343,0,0,0,20,287,2048,0.01,0.01
cropped166_5_mask,33858,1955.848989,0.111224516,0.929522084,0.413170792,0.667284194,0.130927597,0.455684879,19.04450942,1290,4822,4473,16888,4169,134,262,0,2,0,57,227,1534,0.01,0.01
cropped167_0_mask,18060,1511.065151,0.099394243,0.92201367,0.718248723,0.449086162,0.153158714,0.457739568,19.80088594,773,161,24,2697,4663,2481,2586,111,45,54,597,2233,1635,0.17,0.1
cropped167_1_mask,24705,1694.025612,0.108181943,0.898302962,0.716865613,0.510212511,0.174375703,0.575699889,10.90309654,974,380,625,7693,7796,2169,1689,25,230,95,555,1290,1182,0.09,0.08
cropped167_2_mask,22228,1636.912914,0.104245929,0.915489034,0.458172433,0.469361037,0.138050492,0.427281305,13.75782796,866,154,409,4523,8299,2280,2334,15,71,149,370,1444,1314,0.09,0.1
cropped167_3_mask,21775,1740.327127,0.090345442,0.874273454,0.613772536,0.443392384,0.214622695,0.704335372,20.55389208,837,319,261,3975,7007,2871,2280,55,72,186,612,1831,1469,0.13,0.12
cropped167_4_mask,21552,1575.734198,0.109076582,0.904770891,0.646433612,0.470239134,0.201913345,0.524899834,13.28067001,831,1111,1898,6816,4324,1062,1544,1,119,49,451,1532,1814,0.1,0.12
cropped167_5_mask,23709,1572.579869,0.120475206,0.929714454,0.450649932,0.500908476,0.162581325,0.502529391,19.10367371,776,474,2238,8512,5974,1889,1416,0,213,71,487,760,899,0.06,0.04
cropped168_0_mask,24081,1677.113924,0.107586865,0.904992143,0.455951875,0.510363683,0.166088295,0.579390492,19.20186039,1100,501,368,6915,7829,1440,2094,5,27,0,199,674,2929,0.04,0.04
cropped168_1_mask,22221,1708.469263,0.095666332,0.919811751,0.56452869,0.519073092,0.161590075,0.521446893,14.672652,934,436,49,3880,9069,2947,1812,1,4,0,172,704,2213,0.04,0.01
cropped168_2_mask,22404,1612.344371,0.108297845,0.921977288,0.568507073,0.520285177,0.224542068,0.629695885,16.06855919,910,461,254,7671,7005,1763,1162,0,0,0,48,613,2517,0.03,0
cropped168_3_mask,24075,1675.540331,0.107762185,0.889701086,0.720127994,0.519003169,0.246401396,0.715678555,17.60336449,863,413,473,10407,8115,867,622,0,6,0,124,492,1693,0.03,0
cropped168_4_mask,19335,1503.692568,0.107457302,0.925896828,0.597761242,0.437572137,0.136045526,0.416010975,15.19337988,873,1856,459,5444,5588,857,1029,0,0,0,30,670,2529,0.04,0.08
cropped168_5_mask,22690,1545.190042,0.11942096,0.891656983,0.480957148,0.511531438,0.21454345,0.578159599,21.59541648,880,432,631,9583,6769,1189,876,0,1,0,49,351,1929,0.02,0
cropped169_0_mask,27815,1670.143361,0.125308758,0.939115011,0.554761198,0.628147512,0.120197849,0.531522511,11.84526335,1044,1043,543,10060,8889,838,1016,0,64,142,536,1058,2582,0.06,0.05
cropped169_1_mask,24029,1578.46212,0.121192915,0.928044499,0.553575158,0.58154844,0.141710188,0.319273165,13.75941571,1029,1301,442,4896,7050,1215,1531,6,622,534,1351,1750,2302,0.18,0.2
cropped169_2_mask,28288,1698.101731,0.12327775,0.911051199,0.719709101,0.659732264,0.149405046,0.472953743,21.39720023,1140,797,963,12304,6179,989,1174,31,290,477,577,1284,2083,0.09,0.09
cropped169_3_mask,30792,1708.042856,0.132632585,0.915428698,0.424900706,0.698706603,0.194452087,0.55859161,17.2590608,1133,1159,1267,13073,6173,993,1470,0,15,136,408,1697,3268,0.07,0.09
cropped169_4_mask,30305,1634.486507,0.142548113,0.932548468,0.686532893,0.689596323,0.132152158,0.447457125,20.02445141,1178,1571,1069,12321,7873,333,754,1,272,79,687,1239,2928,0.08,0.11
cropped169_5_mask,32337,1886.452019,0.114187368,0.93453114,0.891480701,0.700966791,0.125892218,0.370849614,16.12035749,1170,3640,5038,14958,2625,210,726,0,25,80,563,1237,2065,0.06,0.05
cropped16_0_mask,24338,1642.243866,0.113401671,0.932876149,0.608660977,0.571918693,0.125730481,0.418086889,13.30269537,1008,318,232,4856,9932,1944,1631,0,86,387,381,1301,2262,0.09,0.07
cropped16_1_mask,20910,1550.319985,0.109325433,0.931711363,0.569145053,0.508672489,0.134938439,0.378987844,14.9976088,977,228,139,3323,5987,2785,2071,6,365,271,756,2333,1668,0.18,0.17
cropped16_2_mask,24251,1694.101731,0.106184357,0.895964284,0.529537028,0.569299028,0.162166297,0.347419098,17.10181023,1048,297,198,6589,8599,1368,1525,4,31,360,300,1796,2136,0.1,0.11
cropped16_3_mask,27409,1399.491557,0.175858146,0.90767958,0.744690194,0.657416291,0.202860169,0.514822049,16.52482761,1088,376,163,9033,8555,1525,1865,0,1,23,122,1663,2995,0.07,0.1
cropped16_4_mask,25951,1670.930158,0.116801217,0.922796287,0.654450944,0.6033152,0.165671228,0.472641191,19.42507032,1036,849,543,9961,6422,628,938,0,140,131,701,1757,2845,0.11,0.14
cropped16_5_mask,29334,2002.53528,0.091922282,0.920274079,0.721878407,0.620011836,0.139043129,0.351064728,20.90028636,1142,1224,2161,15076,4237,360,926,0,5,50,285,1455,2413,0.06,0.06
cropped170_0_mask,33130,1339.467171,0.232042295,0.89475702,0.506918442,0.715597123,0.213347737,0.492571592,14.57968609,1060,1959,1830,11225,9027,1631,2300,0,0,0,44,845,3209,0.03,0.06
cropped170_1_mask,30688,1436.278354,0.186939561,0.881558879,0.720627266,0.730266759,0.256236377,0.550763928,12.16504823,971,2110,2273,11764,8229,1065,655,0,13,0,165,535,2908,0.02,0.01
cropped170_2_mask,31612,1424.562625,0.195748636,0.89000477,0.590736799,0.717183175,0.240208344,0.467344897,9.088194357,1016,1627,1034,10989,9411,1826,1226,0,17,0,176,703,3586,0.03,0.03
cropped170_3_mask,29369,1105.685425,0.301881051,0.927135556,0.821753393,0.775050801,0.180610506,0.522111643,10.00251966,991,80,5,1486,12117,5034,2902,0,31,0,611,2173,3939,0.1,0.13
cropped170_4_mask,31862,1293.994083,0.239121329,0.942458589,0.753640612,0.746392429,0.129305393,0.379386432,13.26031009,1025,1352,867,9071,11318,713,831,0,50,0,306,1058,5271,0.04,0.07
cropped170_5_mask,29251,1402.177849,0.18695814,0.929094738,0.705593321,0.741169614,0.17314322,0.504520009,9.422754778,1112,1373,1318,9529,9671,977,1053,0,97,0,222,729,3170,0.04,0.02
cropped171_0_mask,27887,1353.325035,0.191340731,0.892705585,0.532746538,0.709087673,0.217493487,0.345280994,6.661204145,996,3394,1172,11816,6395,419,322,0,13,0,117,453,2790,0.02,0.01
cropped171_1_mask,29706,1362.094588,0.201205342,0.930227811,0.659035893,0.718299642,0.143005639,0.384306369,11.52039992,1118,4461,2103,14057,5092,69,161,0,0,0,27,311,2307,0.01,0
cropped171_2_mask,29689,1351.935208,0.204123815,0.901736557,0.644500783,0.693489991,0.198207941,0.17009032,8.153322779,1018,1304,679,10894,11157,986,612,0,1,0,39,474,2525,0.02,0
cropped171_3_mask,34727,1440.21948,0.210387421,0.906157774,0.414765863,0.6814293,0.168937679,0.421717064,10.82065828,955,3860,2659,16165,6466,688,425,0,32,0,155,438,2884,0.02,0.01
cropped171_4_mask,31719,1414.479364,0.19922146,0.935911419,0.786891566,0.708519478,0.132529832,0.520388206,10.53261452,1084,1196,451,9299,12893,1627,960,0,3,0,144,644,3418,0.02,0
cropped171_5_mask,35877,1222.940259,0.301450147,0.927848694,0.731182756,0.809261724,0.16304747,0.344480355,14.93502801,1039,299,193,11526,15907,1694,908,0,124,0,398,776,3013,0.04,0.01
cropped172_0_mask,26241,1796.753534,0.102144087,0.925754048,0.536105082,0.54249447,0.137947061,0.401921241,17.77710453,1069,209,162,3534,13894,3561,1575,0,4,0,95,602,1536,0.03,0
cropped172_1_mask,24440,1615.415439,0.117690825,0.902485973,0.516978782,0.575465034,0.170135329,0.464546096,16.70707856,940,684,463,4212,10844,2142,1764,13,41,0,253,911,2173,0.05,0
cropped172_2_mask,25774,1690.001225,0.1134012,0.930789832,0.597246222,0.622440108,0.13547786,0.392370558,15.79281446,1009,183,676,8717,10921,1594,846,0,5,0,112,401,1310,0.02,0
cropped172_3_mask,26893,1785.037805,0.106060649,0.932659408,0.520542768,0.58761963,0.127670978,0.413376941,14.38604841,1038,299,223,4446,12012,4054,1804,18,8,0,194,878,1919,0.04,0.01
cropped172_4_mask,25146,1759.758585,0.102040503,0.878121696,0.65358923,0.548237295,0.258040611,0.62449552,22.36936292,1128,729,663,8773,7954,1105,1502,4,0,0,84,839,2365,0.04,0
cropped172_5_mask,25984,1507.876334,0.143609914,0.900714069,0.609077275,0.559433333,0.182845041,0.47658915,13.6705665,994,206,202,4905,11691,2712,1964,5,3,0,193,1335,1774,0.06,0.04
cropped173_0_mask,28778,1491.190042,0.162631431,0.913836998,0.746852076,0.661487185,0.155255904,0.443922839,7.54590312,956,1580,876,13544,6723,541,933,0,15,0,164,545,2901,0.03,0.03
cropped173_1_mask,28937,1501.349422,0.161324306,0.86820007,0.78209546,0.687486636,0.239982916,0.61164675,8.918132495,873,438,107,8367,12000,948,1254,0,113,2,302,1224,3309,0.06,0.04
cropped173_2_mask,28828,1373.165656,0.192122625,0.9177306,0.734881581,0.659362778,0.173139846,0.279796984,10.04037741,1088,1735,537,11859,7759,632,570,0,0,0,57,1191,3400,0.04,0.03
cropped173_3_mask,28671,1443.734198,0.172853516,0.90029548,0.631826838,0.662071354,0.208909724,0.38414604,13.19190122,987,368,80,5393,13683,2037,1202,0,0,0,70,938,3913,0.04,0
cropped173_4_mask,32762,1423.592063,0.203146411,0.914366765,0.704611751,0.69390435,0.181971766,0.588033088,10.056651,977,381,163,6198,13332,1912,1766,2,4,37,439,2241,5310,0.08,0.11
cropped173_5_mask,30017,1138.028571,0.291253276,0.829239202,0.671324463,0.762859612,0.364270192,0.744063829,15.44994503,904,1624,233,9630,9441,431,578,0,1,0,266,1088,5821,0.05,0.06
cropped174_0_mask,28406,1258.638744,0.225329345,0.910925101,0.760100125,0.690790594,0.172536426,0.567712022,10.92195311,970,4799,2821,9380,3353,414,982,0,34,170,621,1785,3077,0.09,0.13
cropped174_1_mask,35462,1585.917964,0.177178758,0.908285637,0.480363639,0.731190334,0.202491006,0.687068284,13.1161243,1038,6242,5420,13538,2650,350,940,0,21,27,586,1493,3157,0.06,0.06
cropped174_2_mask,29077,1359.592063,0.197670663,0.897241233,0.590089092,0.704572439,0.158922347,0.439063373,12.01227775,1061,3219,3115,13208,2845,190,753,0,7,57,273,1340,3009,0.06,0.07
cropped174_3_mask,33583,1364.479364,0.226670712,0.913966844,0.631962308,0.736808618,0.167271772,0.487215138,11.89363666,1092,9027,2977,9651,2440,104,1128,0,0,10,114,2026,5014,0.06,0.16
cropped174_4_mask,35654,1372.763635,0.237753321,0.916220584,0.781989877,0.724689526,0.140297727,0.354805572,8.027851013,1095,6084,4781,12038,3959,414,1175,0,0,17,306,2067,3718,0.07,0.09
cropped174_5_mask,27360,1391.332178,0.177608726,0.905523173,0.803361567,0.71860062,0.188439173,0.538320102,9.137426901,1034,7038,2053,8270,2218,140,634,0,2,54,622,1683,3612,0.09,0.12
cropped175_0_mask,21695,1673.172798,0.097384071,0.93759553,0.593575993,0.523591167,0.136508347,0.434490353,14.55837751,978,315,291,3704,9486,3054,1780,0,2,0,212,854,1019,0.05,0
cropped175_1_mask,22020,1632.587012,0.103818441,0.92618835,0.692502715,0.496057671,0.1184406,0.45146731,11.35331517,943,1030,686,6643,7622,1111,1075,0,4,0,161,1036,1709,0.05,0.01
cropped175_2_mask,24959,1753.741341,0.101977877,0.913242169,0.738737036,0.526394601,0.165127524,0.39127313,12.29680676,938,869,600,8409,9341,1330,1087,0,4,0,131,672,1578,0.03,0
cropped175_3_mask,18084,1503.266161,0.100561698,0.903505395,0.535140995,0.46886181,0.193326483,0.659040472,14.60937846,759,665,670,7121,5131,1011,1051,2,0,0,143,623,908,0.04,0
cropped175_4_mask,24814,1694.018469,0.108660165,0.903893333,0.620911205,0.550785759,0.172395443,0.497079613,16.66192472,925,613,1258,11532,5796,1503,1291,0,17,0,167,677,1035,0.03,0
cropped175_5_mask,21195,1357.165656,0.144603087,0.911848849,0.595538308,0.564522573,0.168624039,0.451049263,11.37442793,854,192,171,2177,7813,4987,2504,0,3,0,294,1284,916,0.07,0
cropped176_0_mask,17162,1458.236724,0.101419555,0.911603198,0.723694455,0.444174129,0.177553158,0.426310483,18.53490269,746,81,11,2164,4160,2862,2393,195,65,6,539,1515,2425,0.14,0.08
cropped176_1_mask,23568,1692.025612,0.103447197,0.886846417,0.547437907,0.481756301,0.187274318,0.624811859,10.14600305,989,330,352,5280,8076,2819,2398,75,23,0,378,1296,1552,0.08,0.07
cropped176_2_mask,20454,1738.812409,0.085012474,0.875215594,0.574755586,0.408116844,0.219136694,0.716955753,17.48332844,806,427,104,2804,6939,2824,2625,91,28,0,366,1179,2261,0.08,0.04
cropped176_3_mask,20261,1698.854039,0.088218284,0.913553792,0.57844169,0.42984131,0.120188069,0.492814318,17.00651498,883,137,112,2186,8637,3184,2376,76,0,0,115,869,1686,0.05,0.04
cropped176_4_mask,20372,1573.248917,0.103430506,0.893917387,0.819781813,0.448999383,0.228546108,0.587947814,13.01909484,753,737,984,6456,5277,1106,1763,6,8,0,125,1027,2130,0.06,0.05
cropped176_5_mask,22777,1533.851947,0.121657672,0.931524421,0.412728524,0.475958625,0.135425768,0.533246718,21.75949423,788,386,842,6738,7171,2248,2316,0,4,0,173,1072,1039,0.05,0.05
cropped177_0_mask,26739,1579.273303,0.134722594,0.908205228,0.732313943,0.592816761,0.197222358,0.591831947,19.06563447,1159,854,52,3570,10004,3305,2835,0,8,0,140,1400,3412,0.06,0.06
cropped177_1_mask,18691,1746.469263,0.077005281,0.876095791,0.4765089,0.433998189,0.196679014,0.541830285,21.03306404,850,2228,267,3717,3237,1965,2661,0,1,0,119,1010,2636,0.06,0.03
cropped177_2_mask,21044,1772.285497,0.084191993,0.89630268,0.751361993,0.462109401,0.172803718,0.479685452,18.74092378,934,821,178,5104,7410,2289,1611,4,0,0,84,623,1986,0.03,0
cropped177_3_mask,20509,1654.628642,0.094135465,0.920831268,0.371322863,0.449532034,0.136786593,0.510802559,17.37817544,868,2483,1071,7005,4064,1444,1030,0,2,0,110,677,1755,0.04,0
cropped177_4_mask,23235,1859.422582,0.084449355,0.900802243,0.581714995,0.501694988,0.202890588,0.420663002,16.86576286,945,889,559,5782,8190,2268,1669,0,0,0,195,691,2047,0.04,0
cropped177_5_mask,21077,1704.954544,0.091115665,0.904135599,0.620382968,0.44906786,0.14862259,0.495765431,20.60449779,1001,5418,452,3622,3283,1257,1298,0,0,0,215,1577,2954,0.09,0.17
cropped178_0_mask,27186,1893.724097,0.095262454,0.913509224,0.527511091,0.561972879,0.186744533,0.571726654,22.26454793,1230,4150,3685,11460,2587,345,501,0,0,0,111,494,2623,0.02,0.01
cropped178_1_mask,26166,1619.172798,0.125418269,0.903769642,0.814685215,0.619064518,0.171021378,0.364091322,16.79924329,983,1473,1602,10541,7242,780,885,4,89,24,247,541,1755,0.03,0.04
cropped178_2_mask,25575,1194.655988,0.225185166,0.863859442,0.747241636,0.712058357,0.294731435,0.72750901,10.41079179,927,1801,41,7144,6974,725,1189,0,2,5,282,2048,4437,0.09,0.19
cropped178_3_mask,31067,1621.65808,0.148453555,0.935395279,0.704963321,0.649434538,0.141499258,0.399836933,21.74925162,1112,7165,5364,12396,2070,250,433,0,25,0,109,407,1736,0.02,0.01
cropped178_4_mask,24953,1546.947402,0.131033257,0.892071335,0.707050175,0.54761121,0.268075,0.612912549,16.87977398,996,1859,3227,12049,3255,417,617,0,42,0,206,553,1732,0.03,0.04
cropped178_5_mask,31751,1874.410388,0.113563275,0.928411047,0.618203097,0.676143018,0.143465519,0.323129399,18.47992189,1198,5320,3702,15519,2915,98,314,0,154,53,243,572,1663,0.03,0.03
cropped179_0_mask,31734,1794.569768,0.123826611,0.90895571,0.792598438,0.697772598,0.173449078,0.403725967,17.11631058,1225,1700,2233,10997,13083,194,248,0,0,0,20,247,1787,0.01,0
cropped179_1_mask,30993,1780.569768,0.122844436,0.931210693,0.730519347,0.708605789,0.140629228,0.295867248,14.78814571,1189,1048,1431,12328,12343,495,332,0,0,0,34,193,1600,0.01,0.01
cropped179_2_mask,26311,1260.915872,0.207957695,0.912406124,0.693687148,0.618224112,0.16255039,0.328699349,21.09478925,993,1521,2726,13782,5645,90,191,0,0,0,30,208,1125,0.01,0
cropped179_3_mask,29940,1782.954544,0.118353503,0.928988281,0.623182313,0.683889536,0.135050665,0.275307908,17.21857047,1203,2910,3768,13652,6044,133,155,0,0,0,8,253,1814,0.01,0.02
cropped179_4_mask,32622,1541.207286,0.17258313,0.945587004,0.914219022,0.710177425,0.121278175,0.244180704,28.25087364,1253,2723,2314,10685,12524,418,298,0,0,0,22,208,2177,0.01,0.02
cropped179_5_mask,29016,1556.66313,0.150472844,0.944148561,0.773645804,0.655995659,0.142375103,0.165522533,16.74279708,1139,2960,2993,15246,4610,101,187,0,0,0,31,234,1515,0.01,0.02
cropped17_0_mask,31152,1338.82251,0.218398568,0.910516481,0.706545338,0.7287188,0.157012465,0.385226602,8.513899589,999,7545,3431,14336,1930,78,232,0,9,0,150,389,2053,0.02,0.01
cropped17_1_mask,32757,1524.805266,0.177045633,0.901664976,0.643963923,0.720726073,0.16859338,0.515980761,8.737827029,1001,2555,960,16066,6398,294,616,0,60,72,648,1174,2913,0.06,0.06
cropped17_2_mask,31781,1347.065151,0.220089955,0.916694215,0.816528127,0.722952684,0.15849633,0.217250541,8.120071741,1040,7685,2197,14007,2603,157,301,0,5,5,446,731,2604,0.04,0.04
cropped17_3_mask,32686,1362.6215,0.221218359,0.888421144,0.559098277,0.723910347,0.234430141,0.324245706,15.11989843,1069,2878,491,14194,7736,955,770,0,0,0,52,723,3818,0.02,0.02
cropped17_4_mask,34224,1285.668181,0.26018535,0.91084136,0.702751854,0.741822911,0.182889806,0.544429322,12.72791024,973,3500,1196,14486,6286,381,747,0,71,85,1160,1019,4320,0.07,0.09
cropped17_5_mask,33742,1081.460028,0.362543181,0.861651812,0.768860065,0.841572305,0.293997585,0.669407892,12.94887677,1006,8706,1327,14726,2295,105,253,0,6,1,260,766,4291,0.03,0.09
cropped180_0_mask,22627,1856.836795,0.082468743,0.877653418,0.600582884,0.493953021,0.227149718,0.682985218,15.07296593,937,1516,2787,7161,3747,1012,1244,1,91,130,836,1302,1863,0.1,0.11
cropped180_1_mask,22162,1472.687517,0.128409633,0.913138034,0.802683499,0.595336593,0.141788242,0.472093478,12.96345095,991,73,14,299,3233,2206,4966,668,871,795,1787,3966,2293,0.36,0.36
cropped180_2_mask,25912,1778.587012,0.102934407,0.902823746,0.835003898,0.556636807,0.187557419,0.401140778,23.78145261,1028,2193,3302,8646,4292,959,1471,1,79,112,437,1211,2181,0.07,0.08
cropped180_3_mask,26092,1827.172798,0.098210516,0.896271682,0.879222224,0.534212358,0.168769892,0.430276219,13.98191016,971,1726,3589,7890,5003,1839,1280,7,216,89,884,1267,1331,0.09,0.09
